cat	year	split			URL	Final AGENT	Final EVENTS	Final WORLD	Final Composite	3rd person	Adjudicated AGENTS	Adjudicated EVENTS	Adjudicated WORLD	MEAN	STDEV	Agents mean	Events mean	World mean	Agents std	Events std	World std	A1 average	A1 agents	A1 events	A1 world	A2 average	A2 agents	A2 events	A2 world	A3 average	A3 agents	A3 events	A3 world
Billboard	1998	train	Missy Elliott featuring Da Brat	Sock It 2 Me	https://www.azlyrics.com/lyrics/missymisdemeanorelliott/sockittome.html	1.61	2.18	2.41	2.067					3.67	0.82	4	2.67	4.33	1	1.53	0.58	2.67	3	1	4	3.67	4	3	4	4.67	5	4	5
Billboard	1999	train	Monica	Angel of Mine	https://www.azlyrics.com/lyrics/monica/angelofmine.html	2.67	3.33	1.33	2.443					2.44	0.63	2.67	3.33	1.33	0.94	0.47	0.47	2	2	3	1	3.33	4	4	2	2	2	3	1
Billboard	2022	train	Morgan Wallen	You Proof	https://www.azlyrics.com/lyrics/morganwallen/youproof.html	3	1	2	2.000		3	1	2	3	1.19	3.67	2.67	2.67	0.47	1.7	1.7	2	3	1	2	2.33	4	2	1	4.67	4	5	5
Billboard	1975	train	Morris Albert	Feelings	https://www.azlyrics.com/lyrics/morrisalbert/feelings.html	3.33	1	1	1.777					1.78	0.16	3.33	1	1	0.47	0	0	1.67	3	1	1	1.67	3	1	1	2	4	1	1
Billboard	1970	dev	Mountain	Mississippi Queen	https://www.azlyrics.com/lyrics/mountain/mississippiqueen.html	2.33	1	3.67	2.333					2.33	0.27	2.33	1	3.67	0.47	0	0.94	2.33	3	1	3	2	2	1	3	2.67	2	1	5
Billboard	2015	train	Mr Probz	Waves (Robin Schulz Remix)	https://www.azlyrics.com/lyrics/mrprobz/wavesrobinschulzremix.html	3	1	1.67	1.890					1.89	0.57	3	1	1.67	0.82	0	0.94	1.33	2	1	1	2.67	4	1	3	1.67	3	1	1
Grammy_ALT	2012	dev	Mumford &amp; Sons	After the Storm	https://www.azlyrics.com/lyrics/mumfordsons/afterthestorm.html	2.33	3	1.67	2.333					2.33	0.82	2.33	3	1.67	1.25	0.82	0.47	3.33	4	4	2	1.33	1	2	1	2.33	2	3	2
Grammy_NOM	2012	train	Mumford &amp; Sons	The Cave	https://www.azlyrics.com/lyrics/mumfordsons/thecave.html	3	1.33	2.67	2.333					2.33	0	3	1.33	2.67	1.41	0.47	1.25	2.33	2	1	4	2.33	5	1	1	2.33	2	2	3
Billboard	2003	train	Mýa	My Love Is Like...Wo	https://www.azlyrics.com/lyrics/mya/myloveislikewo.html	3	2	2.33	2.443					2.44	0.63	3	2	2.33	0.82	0.82	1.89	2	3	2	1	2	4	1	1	3.33	2	3	5
Billboard	2000	train	N Sync	Bye Bye Bye	https://www.azlyrics.com/lyrics/nsync/byebyebye.html	3.67	2.33	1	2.333					2.33	0.47	3.67	2.33	1	0.47	0.94	0	2.67	4	3	1	1.67	3	1	1	2.67	4	3	1
Billboard	1977	dev	Natalie Cole	I've Got Love on My Mind	https://www.azlyrics.com/lyrics/nataliecole/ivegotloveonmymind.html	3	3	1	2.333					2.33	0.54	3	3	1	0.82	0.82	0	2.33	3	3	1	1.67	2	2	1	3	4	4	1
Grammy_ALT	1992	train	Natalie Cole (With Nat King Cole)	Lush Life	https://www.azlyrics.com/lyrics/nataliecole/lushlife.html	1.91	3.41	3.22	2.847					4.78	0.16	4.67	4.67	5	0.58	0.58	0	5	5	5	5	4.67	5	4	5	4.67	4	5	5
Grammy_NOM	1992	train	Natalie Cole (With Nat King Cole)	Unforgettable	https://www.azlyrics.com/lyrics/natkingcole/unforgettable.html	2.33	1	1	1.443					1.44	0.63	2.33	1	1	1.89	0	0	1	1	1	1	2.33	5	1	1	1	1	1	1
Billboard	1996	dev	Natalie Merchant	Jealousy	https://www.azlyrics.com/lyrics/nataliemerchant/jealousy.html	3	1	2	2.000		3	1	2	2.56	1.03	3.33	2	2.33	0.47	1.41	1.89	1.67	3	1	1	2	4	1	1	4	3	4	5
Billboard	1980	train	Neil & Dara Sedaka	Should've Never Let You Go	https://www.azlyrics.com/lyrics/neilsedaka/shouldveneverletyougo.html	3	3	1.33	2.443					2.44	0.42	3	3	1.33	0.82	0	0.47	2	2	3	1	2.33	3	3	1	3	4	3	2
Grammy_ALT	1973	train	Neil Diamond	Captain Sunshine	https://www.azlyrics.com/lyrics/neildiamond/captainsunshine.html	3	2.33	2.33	2.553					2.56	0.96	3	2.33	2.33	0.82	1.25	1.25	2.67	4	2	2	1.33	2	1	1	3.67	3	4	4
Grammy_ALT	1979	train	Neil Diamond	Remember Me	https://www.azlyrics.com/lyrics/neildiamond/rememberme.html	4	4	3	3.667		4	4	3	3	1.25	3.67	3.33	2	1.25	1.7	0.82	3.33	4	4	2	1.33	2	1	1	4.33	5	5	3
Grammy_NOM	1973	dev	Neil Diamond	Song Sung Blue	https://www.azlyrics.com/lyrics/neildiamond/songsungblue.html	2	2	1.67	1.890					1.89	0.42	2	2	1.67	0	0.82	0.47	2.33	2	3	2	1.33	2	1	1	2	2	2	2
Billboard	1967	test	Neil Diamond	Thank the Lord for the Night Time	https://www.azlyrics.com/lyrics/neildiamond/thankthelordforthenighttime.html	2.333	2.667	1.333	2.111					2.111	0.416	2.333	2.667	1.333	0.471	0.471	0.471	2.67	3	3	2	2	2	3	1	1.67	2	2	1
Billboard	1982	train	Neil Diamond	Yesterday's Songs	https://www.azlyrics.com/lyrics/neildiamond/yesterdayssongs.html	2.33	3.33	2	2.553					2.56	0.68	2.33	3.33	2	0.47	0.94	1.41	1.67	2	2	1	2.67	3	4	1	3.33	2	4	4
Grammy_NOM	1979	train	Neil Diamond	You Don't Bring Me Flowers	https://www.azlyrics.com/lyrics/neildiamond/youdontbringmeflowers.html	4	4	2	3.333		4	4	2	3.22	1.13	3.67	3.67	2.33	0.47	1.89	1.25	3.67	4	5	2	1.67	3	1	1	4.33	4	5	4
Grammy_ALT	1977	test	Neil Sedaka	Little Devil	https://www.azlyrics.com/lyrics/neilsedaka/littledevil.html	3.33	1.67	1.33	2.110					2.11	0.57	3.33	1.67	1.33	0.94	0.94	0.47	2.33	4	1	2	1.33	2	1	1	2.67	4	3	1
Grammy_NOM	1977	train	Neil Sedaka	Breaking Up Is Hard To Do	https://www.azlyrics.com/lyrics/neilsedaka/breakingupishardtodo.html	2.33	2.33	1	1.887					1.89	0.16	2.33	2.33	1	0.47	0.47	0	2	3	2	1	2	2	3	1	1.67	2	2	1
Grammy_NOM	1994	dev	Neil Young	Harvest Moon	https://www.azlyrics.com/lyrics/neilyoung/harvestmoon.html	3.33	3.33	2.67	3.110					3.11	0.79	3.33	3.33	2.67	1.25	0.94	0.94	2	2	2	2	3.67	5	4	2	3.67	3	4	4
Billboard	1972	dev	Neil Young	Heart of Gold	https://www.azlyrics.com/lyrics/neilyoung/heartofgold.html	1.31	2.58	2.83	2.240					2.67	0.94	2.33	2.67	3	0	1.41	2.83	3.33	3	4	3	1.33	2	1	1	3.33	2	3	5
Grammy_ALT	1994	test	Neil Young	One of These Days	https://www.azlyrics.com/lyrics/neilyoung/oneofthesedays.html	4.33	3	3	3.443					3.44	0.63	4.33	3	3	0.47	1.41	1.41	3	4	1	4	3	4	4	1	4.33	5	4	4
Billboard	2002	train	Nelly	Hot in Herre	https://www.azlyrics.com/lyrics/nelly/hotinherre.html	5	4	4.67	4.557					4.56	0.31	5	4	4.67	0	0.82	0.47	4.33	5	3	5	4.33	5	4	4	5	5	5	5
Billboard	2007	test	Nelly Furtado	Say It Right	https://www.azlyrics.com/lyrics/nellyfurtado/sayitright.html	2.33	1.33	1	1.553					1.56	0.31	2.33	1.33	1	0.47	0.47	0	1.33	2	1	1	2	3	2	1	1.33	2	1	1
Grammy_NOM	2002	dev	Nelly Furtado	I'm Like A Bird	https://www.azlyrics.com/lyrics/nellyfurtado/imlikeabird.html	3.67	1	1.33	2.000					2	0.47	3.67	1	1.33	1.25	0	0.47	2.33	4	1	2	2.33	5	1	1	1.33	2	1	1
Grammy_ALT	2002	train	Nelly Furtado	Baby Girl	https://www.azlyrics.com/lyrics/nellyfurtado/babygirl.html	4	1	1	2.000		4	1	1	2.67	1.25	4	2	2	1.41	1.41	1.41	1.33	2	1	1	2.33	5	1	1	4.33	5	4	4
Billboard	2012	dev	Neon Trees	Everybody Talks	https://www.azlyrics.com/lyrics/neontrees/everybodytalks.html	3.33	2.67	1.33	2.443					2.44	0.31	3.33	2.67	1.33	0.47	0.94	0.47	2	3	2	1	2.67	3	4	1	2.67	4	2	2
Billboard	1985	train	New Edition	Cool It Now	https://www.azlyrics.com/lyrics/newedition/coolitnow.html	4	3.33	3	3.443					3.44	0.42	4	3.33	3	0	0.94	0.82	3	4	2	3	3.33	4	4	2	4	4	4	4
Billboard	1990	dev	New Kids on the Block	This One's for the Children	https://www.azlyrics.com/lyrics/newkidsontheblock/thisonesforthechildren.html	2	1.33	2.67	2.000					2	0.72	2	1.33	2.67	1.41	0.47	0.47	1.33	1	1	2	3	4	2	3	1.67	1	1	3
Billboard	1998	train	Next	Too Close	https://www.azlyrics.com/lyrics/next/tooclose.html	3.33	3.33	1.33	2.663					2.67	0.72	3.33	3.33	1.33	0.47	1.7	0.47	1.67	3	1	1	3	4	4	1	3.33	3	5	2
Billboard	2017	train	Niall Horan	Slow Hands	https://www.azlyrics.com/lyrics/niallhoran/slowhands.html	3	2.67	1.33	2.333					2.33	0.47	3	2.67	1.33	0.82	1.25	0.47	1.67	3	1	1	2.67	4	3	1	2.67	2	4	2
Billboard	2015	train	Nick Jonas	Jealous	https://www.azlyrics.com/lyrics/nickjonas/jealous.html	3	2	1	2.000		3	2	1	2.44	1.13	3.67	2	1.67	1.25	1.41	0.94	1.33	2	1	1	2	4	1	1	4	5	4	3
Billboard	2016	test	Nick Jonas featuring Tove Lo	Close	https://www.azlyrics.com/lyrics/nickjonas/close.html	3.33	1.67	1.33	2.110					2.11	0.31	3.33	1.67	1.33	0.47	0.47	0.47	1.67	3	1	1	2.33	4	2	1	2.33	3	2	2
Billboard	2007	train	Nickelback	Far Away	https://www.azlyrics.com/lyrics/nickelback/faraway.html	3.67	2.67	1	2.447					2.44	0.57	3.67	2.67	1	0.47	1.25	0	1.67	3	1	1	3	4	4	1	2.67	4	3	1
Billboard	2011	test	Nicki Minaj featuring Drake	Moment 4 Life	https://www.azlyrics.com/lyrics/nickiminaj/moment4life.html	5	3.67	4.67	4.447					4.44	0.16	5	3.67	4.67	0	0.47	0.47	4.33	5	3	5	4.33	5	4	4	4.67	5	4	5
Billboard	2022	train	Nicky Youre and Dazy	Sunroof	https://www.azlyrics.com/lyrics/nickyyoure/sunroof.html	4	2	3	3.000		4	2	3	3.22	1.23	3.67	2.33	3.67	1.25	1.25	1.25	1.67	2	1	2	3.33	4	2	4	4.67	5	4	5
Grammy_NOM	1998	train	No Doubt	Don't Speak	https://www.azlyrics.com/lyrics/nodoubt/dontspeak.html	3.67	2	1.67	2.447					2.44	0.96	3.67	2	1.67	1.25	1.41	0.94	1.33	2	1	1	2.33	5	1	1	3.67	4	4	3
Billboard	1996	train	No Doubt	Just a Girl	https://www.azlyrics.com/lyrics/nodoubt/justagirl.html	4.33	2.67	3.67	3.557					3.56	0.31	4.33	2.67	3.67	0.47	0.94	1.25	3.33	4	2	4	3.33	4	4	2	4	5	2	5
Grammy_ALT	1998	test	No Doubt	Sunday Morning	https://www.azlyrics.com/lyrics/nodoubt/sundaymorning.html	4	4	2	3.333					3.33	0.27	4	4	2	0.82	0.82	1.41	3.33	4	5	1	3	5	3	1	3.67	3	4	4
Grammy_NOM	2003	test	Norah Jones	Don't Know Why	https://www.azlyrics.com/lyrics/norahjones/dontknowwhy.html	3.67	3.33	2	3.000					3	0.54	3.67	3.33	2	1.25	1.25	0	3.67	4	5	2	3	5	2	2	2.33	2	3	2
Grammy_ALT	2003	dev	Norah Jones	Nightingale	https://www.azlyrics.com/lyrics/norahjones/nightingale.html	2.67	1	1.33	1.667					1.67	0.27	2.67	1	1.33	1.25	0	0.47	1.67	3	1	1	2	4	1	1	1.33	1	1	2
Billboard	2001	train	NSYNC	This I Promise You	https://www.azlyrics.com/lyrics/nsync/thisipromiseyou.html	3.33	2	1.33	2.220					2.22	0.68	3.33	2	1.33	0.94	0.82	0.47	1.33	2	1	1	3	4	3	2	2.33	4	2	1
Grammy_NOM	1975	train	Olivia Newton-John	I Honestly Love You	https://www.azlyrics.com/lyrics/olivianewtonjohn/ihonestlyloveyou109790.html	4	1.33	1.67	2.333					2.33	0.27	4	1.33	1.67	0	0.47	0.47	2.67	4	2	2	2	4	1	1	2.33	4	1	2
Grammy_ALT	1975	dev	Olivia Newton-John	Precious Love	https://www.azlyrics.com/lyrics/olivianewtonjohn/preciouslove.html	3.33	3.33	1	2.553					2.56	0.16	3.33	3.33	1	0.47	0.94	0	2.67	3	4	1	2.33	4	2	1	2.67	3	4	1
Grammy_NOM	2022	dev	Olivia Rodrigo	Drivers License	https://www.azlyrics.com/lyrics/oliviarodrigo/driverslicense.html	5	5	5	5.000	0				5	0	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5
Grammy_ALT	2022	train	Olivia Rodrigo	Enough for You	https://www.azlyrics.com/lyrics/oliviarodrigo/enoughforyou.html	4.67	5	4.67	4.780	0				4.78	0.31	4.67	5	4.67	0.47	0	0.47	5	5	5	5	4.33	4	5	4	5	5	5	5
Billboard	2022	train	Olivia Rodrigo	Good 4 U	https://www.azlyrics.com/lyrics/oliviarodrigo/good4u.html	4.67	4.33	3.67	4.223					4.22	0.68	4.67	4.33	3.67	0.47	0.47	1.25	4.33	5	4	4	3.33	4	4	2	5	5	5	5
Billboard	2015	dev	One Direction	Drag Me Down	https://www.azlyrics.com/lyrics/onedirection/dragmedown.html	2	1	1	1.333		2	1	1	2.22	1.03	3	2	1.67	0.82	1.41	0.94	1.33	2	1	1	1.67	3	1	1	3.67	4	4	3
Billboard	2022	test	OneRepublic	I Ain't Worried	https://www.azlyrics.com/lyrics/onerepublic/iaintworried.html	3.33	2	1.67	2.333					2.33	0.72	3.33	2	1.67	1.25	0	0.94	3.33	5	2	3	2	3	2	1	1.67	2	2	1
Billboard	1993	train	Onyx	Slam	https://www.azlyrics.com/lyrics/onyx/slam.html	4.33	3	4	3.777					3.78	0.83	4.33	3	4	0.47	1.41	0.82	2.67	4	1	3	4	4	4	4	4.67	5	4	5
Billboard	1979	train	Patrick Hernandez	Born to Be Alive	https://www.azlyrics.com/lyrics/patrickhernandez/borntobealive.html	3.33	2	2.33	2.553					2.56	0.16	3.33	2	2.33	0.94	0	0.47	2.67	4	2	2	2.67	4	2	2	2.33	2	2	3
Billboard	1962	dev	Patsy Cline	She's Got You	https://www.azlyrics.com/lyrics/patsycline/shesgotyou.html	4	3.667	2.333	3.333					3.333	0.72	4	3.667	2.333	0.816	0.471	1.247	4.33	5	4	4	2.67	3	4	1	3	4	3	2
Billboard	1986	test	Patti LaBelle and Michael McDonald	On My Own	https://www.azlyrics.com/lyrics/pattilabelle/onmyown.html	2.67	3	1.67	2.447					2.44	0.87	2.67	3	1.67	0.94	1.41	0.47	1.67	2	2	1	2	2	2	2	3.67	4	5	2
Billboard	1978	train	Patti Smith Group	Because the Night	https://www.azlyrics.com/lyrics/pattismith/becausethenight.html	3.67	2.33	1.67	2.557					2.56	0.31	3.67	2.33	1.67	0.47	1.25	0.47	2.33	4	1	2	3	3	4	2	2.33	4	2	1
Grammy_NOM	1983	train	Paul McCartney	Ebony and Ivory	https://www.azlyrics.com/lyrics/paulmccartney/ebonyandivory.html	1.67	1	2	1.557					1.56	0.57	1.67	1	2	0.94	0	0.82	1.33	1	1	2	2.33	3	1	3	1	1	1	1
Grammy_ALT	1983	train	Paul McCartney	Somebody Who Cares	https://www.azlyrics.com/lyrics/paulmccartney/somebodywhocares.html	2.67	1	1	1.557					1.56	0.57	2.67	1	1	1.7	0	0	1	1	1	1	2.33	5	1	1	1.33	2	1	1
Grammy_NOM	1987	train	Paul Simon	Graceland	https://www.azlyrics.com/lyrics/paulsimon/graceland.html	4.67	3.67	5	4.447					4.44	0.57	4.67	3.67	5	0.47	1.25	0	5	5	5	5	3.67	4	2	5	4.67	5	4	5
Grammy_ALT	1987	test	Paul Simon	I Know What I Know	https://www.azlyrics.com/lyrics/paulsimon/iknowwhatiknow.html	4.33	4	2	3.443					3.44	0.16	4.33	4	2	0.47	0	0.82	3.33	4	4	2	3.33	5	4	1	3.67	4	4	3
Billboard	1971	train	Paul Stookey	The Wedding Song (There Is Love)	https://www.azlyrics.com/lyrics/peterpaulandmary/theweddingsongthereislove.html	1.67	2	1.67	1.780					1.78	0.68	1.67	2	1.67	0.94	1.41	0.94	1	1	1	1	1.67	3	1	1	2.67	1	4	3
Grammy_NOM	1986	dev	Paul Young	Everytime You Go Away	https://www.azlyrics.com/lyrics/paulyoung/everytimeyougoaway.html	2.67	1.33	1	1.667					1.67	0.72	2.67	1.33	1	1.7	0.47	0	1	1	1	1	2.67	5	2	1	1.33	2	1	1
Grammy_ALT	1986	test	Paul Young	Hot Fun	https://www.azlyrics.com/lyrics/paulyoung/hotfun.html	3.33	3.67	4.33	3.777					3.78	0.83	3.33	3.67	4.33	0.94	1.25	0.47	2.67	2	2	4	4	4	4	4	4.67	4	5	5
Billboard	1989	test	Paula Abdul	Cold Hearted	https://www.azlyrics.com/lyrics/paulaabdul/coldhearted.html	4	2.67	2	2.890					2.89	0.83	4	2.67	2	0.82	1.25	0.82	2	3	1	2	2.67	4	3	1	4	5	4	3
Billboard	1990	train	Paula Abdul	Opposites Attract	https://www.azlyrics.com/lyrics/paulaabdul/oppositesattract.html	4	3	2	3.000					3	0.82	4	3	2	0.82	0.82	1.41	3	5	3	1	2	3	2	1	4	4	4	4
Billboard	1991	train	Paula Abdul	Rush Rush	https://www.azlyrics.com/lyrics/paulaabdul/rushrush.html	3	1.33	1.33	1.887					1.89	0.57	3	1.33	1.33	0.82	0.47	0.47	1.33	2	1	1	1.67	3	1	1	2.67	4	2	2
Grammy_ALT	1998	dev	Paula Cole	Tiger	https://www.azlyrics.com/lyrics/paulacole/tiger.html	4	1.33	2.67	2.667					2.67	0.98	4	1.33	2.67	1.41	0.47	1.7	4	5	2	5	2.33	5	1	1	1.67	2	1	2
Grammy_NOM	1998	test	Paula Cole	Where Have All the Cowboys Gone?	https://www.azlyrics.com/lyrics/paulacole/wherehaveallthecowboysgone.html	5	5	5	5.000	0	5	5	5	4.11	1.03	4.33	4	4	0.47	1.41	1.41	4.67	4	5	5	2.67	4	2	2	5	5	5	5
Grammy_NOM	1994	train	Peabo Bryson & Regina Belle	A Whole New World	https://www.azlyrics.com/lyrics/peabobryson/awholenewworld.html	3.33	2.33	3.67	3.110					3.11	0.57	3.33	2.33	3.67	1.25	1.25	0.47	2.33	2	1	4	3.33	5	2	3	3.67	3	4	4
Grammy_ALT	1994	train	Peabo Bryson & Regina Belle	Through The Fire	https://www.azlyrics.com/lyrics/peabobryson/throughthefire.html	3.67	2	1.67	2.447					2.44	0.96	3.67	2	1.67	1.25	1.41	0.94	1.33	2	1	1	2.33	5	1	1	3.67	4	4	3
Billboard	1980	dev	Peaches & Herb	I Pledge My Love	https://www.azlyrics.com/lyrics/peaches/ipledgemylove.html	2.33	1.67	1.33	1.777					1.78	0.42	2.33	1.67	1.33	0.47	0.94	0.47	1.33	2	1	1	2.33	3	3	1	1.67	2	1	2
Billboard	1966	train	Peter and Gordon	Woman	https://www.azlyrics.com/lyrics/petergordon/woman.html	2.333	1	1	1.444					1.444	0.157	2.333	1	1	0.471	0	0	1.33	2	1	1	1.67	3	1	1	1.33	2	1	1
Grammy_NOM	1987	dev	Peter Gabriel	Sledgehammer	https://www.azlyrics.com/lyrics/petergabriel/sledgehammer.html	2	1	2	1.667					1.67	0.54	2	1	2	0.82	0	0.82	1	1	1	1	2.33	3	1	3	1.67	2	1	2
Grammy_ALT	1987	train	Peter Gabriel	In Your Eyes	https://www.azlyrics.com/lyrics/petergabriel/inyoureyes.html	3.33	2	3	2.777					2.78	0.68	3.33	2	3	0.94	0.82	1.41	2.67	2	2	4	2	4	1	1	3.67	4	3	4
Billboard	1963	train	Peter, Paul and Mary	Puff, the Magic Dragon	https://www.azlyrics.com/lyrics/peterpaulandmary/puffthemagicdragon.html	4.667	4.333	4.333	4.444					4.444	0.567	4.667	4.333	4.333	0.471	0.471	0.943	5	5	5	5	3.67	4	4	3	4.67	5	4	5
Billboard	1965	train	Petula Clark	Downtown	https://www.azlyrics.com/lyrics/petulaclark/downtown.html	1	1.333	3.667	2.000					2	0.272	1	1.333	3.667	0	0.471	0.471	2	1	1	4	1.67	1	1	3	2.33	1	2	4
Grammy_NOM	1991	test	Phil Collins	Another Day in Paradise	https://www.azlyrics.com/lyrics/philcollins/anotherdayinparadise.html	3.33	3.67	4	3.667					3.67	0.72	3.33	3.67	4	1.7	1.25	1.41	2.67	1	5	2	4	5	2	5	4.33	4	4	5
Grammy_ALT	1991	train	Phil Collins	Can't Turn Back the Years	https://www.azlyrics.com/lyrics/philcollins/cantturnbacktheyears.html	2.33	3	1	2.110					2.11	0.83	2.33	3	1	1.25	1.41	0	2.33	2	4	1	3	4	4	1	1	1	1	1
Billboard	1985	train	Phil Collins	One More Night	https://www.azlyrics.com/lyrics/philcollins/onemorenight.html	2	2	1.67	1.890					1.89	0.42	2	2	1.67	0	0.82	0.94	1.33	2	1	1	2	2	3	1	2.33	2	2	3
Billboard	1985	dev	Phil Collins and Marilyn Martin	Separate Lives	https://www.azlyrics.com/lyrics/philcollins/separatelives.html	4	4	2.67	3.557					3.56	0.16	4	4	2.67	0	0	0.47	3.33	4	4	2	3.67	4	4	3	3.67	4	4	3
Grammy_ALT	2014	test	Pink	Beam Me Up	https://www.azlyrics.com/lyrics/pink/beammeup.html	3	2.33	3.67	3.000					3	0.72	3	2.33	3.67	0.82	1.25	0.94	4	3	4	5	2.67	4	1	3	2.33	2	2	3
Grammy_NOM	2014	test	Pink	Just Give Me a Reason	https://www.azlyrics.com/lyrics/pink/justgivemeareason.html	5	3.67	2.67	3.780					3.78	0.96	5	3.67	2.67	0	1.25	1.7	3.67	5	4	2	2.67	5	2	1	5	5	5	5
Billboard	2017	train	Pink	What About Us	https://www.azlyrics.com/lyrics/pink/whataboutus.html	3.67	3.33	2.67	3.223					3.22	0.42	3.67	3.33	2.67	0.47	0.47	0.47	3.33	4	3	3	2.67	3	3	2	3.67	4	4	3
Billboard	2012	train	Pitbull featuring Chris Brown	International Love	https://www.azlyrics.com/lyrics/pitbull/internationallove.html	1.49	2.71	2.11	2.103					3.67	0.47	4	2.33	4.67	0	2.12	0	3.33	4	2	4	4.33	4	4	5	3.33	4	1	5
Grammy_NOM	2008	train	Plain White T's	Hey There Delilah	https://www.azlyrics.com/lyrics/plainwhitets/heytheredelilah.html	5	3	4	4.000		5	3	4	4	1.19	4.67	3.33	4	0.47	1.7	1.41	4.67	5	4	5	2.33	4	1	2	5	5	5	5
Grammy_ALT	2008	train	Plain White T's	What More Do You Want?	https://www.azlyrics.com/lyrics/plainwhitets/whatmoredoyouwant.html	2.67	1	1	1.557					1.56	0.57	2.67	1	1	1.7	0	0	1.33	2	1	1	2.33	5	1	1	1	1	1	1
Billboard	2008	test	Plies featuring Ne-Yo	Bust It Baby (Part 2)	https://www.azlyrics.com/lyrics/plies/bustitbabypt2.html	2	3	3	2.667		2	3	3	3.11	1.03	3.67	2.67	3	1.25	1.25	0.82	1.67	2	1	2	4	4	4	4	3.67	5	3	3
Grammy_NOM	2021	test	Post Malone	Circles	https://www.azlyrics.com/lyrics/postmalone/circles.html	3.67	4	3.33	3.667					3.67	0.72	3.67	4	3.33	1.25	0	0.94	2.67	2	4	2	4.33	5	4	4	4	4	4	4
Grammy_ALT	2021	train	Post Malone	Take What You Want	https://www.azlyrics.com/lyrics/postmalone/takewhatyouwant.html	4.33	4.67	3.33	4.110					4.11	0.63	4.33	4.67	3.33	0.47	0.47	1.25	5	5	5	5	3.67	4	5	2	3.67	4	4	3
Billboard	1967	train	Procol Harum	A Whiter Shade of Pale	https://www.azlyrics.com/lyrics/procolharum/awhitershadeofpale.html	3	3	5	3.667		3	3	5	3.444	1.37	3.333	3.333	3.667	1.247	1.7	1.886	5	5	5	5	1.67	3	1	1	3.67	2	4	5
Billboard	2006	train	Pussycat Dolls featuring Snoop Dogg	Buttons	https://www.azlyrics.com/lyrics/pussycatdolls/buttons.html	3	3	1	2.333					2.33	0.27	3	3	1	0.82	0	0	2	2	3	1	2.67	4	3	1	2.33	3	3	1
Billboard	2001	train	QB Finest featuring Nas and Bravehearts	Oochie Wally	https://www.azlyrics.com/lyrics/nas/oochiewallyremix.html	4	2.33	3.67	3.333					3.33	0.98	4	2.33	3.67	0	1.25	1.89	3.67	4	2	5	2	4	1	1	4.33	4	4	5
Billboard	1994	test	R. Kelly	Your Body's Callin'	https://www.azlyrics.com/lyrics/rkelly/yourbodyscallin.html	2.67	1.33	1	1.667					1.67	0.27	2.67	1.33	1	0.94	0.47	0	1.33	2	1	1	2	4	1	1	1.67	2	2	1
Grammy_NOM	1992	train	R.E.M.	Losing My Religion	https://www.azlyrics.com/lyrics/rem/losingmyreligion.html	5	1	1	2.333		5	1	1	2.89	1.13	3.33	2	3.33	0.94	1.41	1.7	1.33	2	1	1	3.33	4	1	5	4	4	4	4
Billboard	1989	train	R.E.M.	Stand	https://www.azlyrics.com/lyrics/rem/stand.html	2	1	4	2.333		2	1	4	2.67	1.7	2.33	2.33	3.33	1.89	1.89	1.7	1	1	1	1	5	5	5	5	2	1	1	4
Grammy_ALT	1992	train	R.E.M.	Shiny Happy People	https://www.azlyrics.com/lyrics/rem/shinyhappypeople.html	1.33	1	1.33	1.220					1.22	0.16	1.33	1	1.33	0.47	0	0.47	1.33	1	1	2	1.33	2	1	1	1	1	1	1
Billboard	1970	train	Rare Earth	Get Ready	https://www.azlyrics.com/lyrics/rareearth/getready.html	2.33	2	1.33	1.887					1.89	0.57	2.33	2	1.33	0.47	1.41	0.47	1.33	2	1	1	2.67	3	4	1	1.67	2	1	2
Grammy_NOM	2006	train	Rascal Flatts	Bless the Broken Road	https://www.azlyrics.com/lyrics/rascalflatts/blessthebrokenroad.html	3.67	4.33	2	3.333					3.33	0.98	3.67	4.33	2	1.25	0.47	1.41	2.33	2	4	1	3	4	4	1	4.67	5	5	4
Grammy_ALT	2006	train	Rascal Flatts	Where you Are	https://www.azlyrics.com/lyrics/rascalflatts/whereyouare.html	4	1	1	2.000		4	1	1	2.33	1.09	3	2	2	1.41	1.41	0.82	1	1	1	1	2.33	4	1	2	3.67	4	4	3
Billboard	1961	train	Ray Charles	Hit the Road Jack	https://www.azlyrics.com/lyrics/raycharles/hittheroadjack.html	2	1.667	1.333	1.667					1.667	0.272	2	1.667	1.333	0	0.471	0.471	2	2	2	2	1.33	2	1	1	1.67	2	2	1
Billboard	1961	train	Ray Charles	One Mint Julep	https://www.azlyrics.com/lyrics/raycharles/onemintjulep.html	4.333	4.333	3.667	4.111					4.111	0.416	4.333	4.333	3.667	0.471	0.943	1.247	4	4	3	5	3.67	4	5	2	4.67	5	5	4
Billboard	1997	train	Ray J	Let It Go	https://www.azlyrics.com/lyrics/rayj/letitgo.html	2.67	1.67	2.67	2.337					2.33	0.72	2.67	1.67	2.67	0.47	0.94	1.7	2	3	1	2	1.67	3	1	1	3.33	2	3	5
Billboard	1984	dev	Ray Parker Jr.	I Still Can't Get Over Loving You	https://www.azlyrics.com/lyrics/rayparkerjr/istillcantgetoverlovingyou.html	4	3.67	1.67	3.113					3.11	0.63	4	3.67	1.67	0	0.94	0.94	2.67	4	3	1	2.67	4	3	1	4	4	5	3
